departure_city,destination_city,departure_date,duration,carrier_code,flight_number,departure_time,arrival_time,stops,price
NYC,LON,2024-07-01,PT10H20M,FI,622,2024-07-01T20:25:00,2024-07-02T06:15:00,0,342.08
NYC,LON,2024-07-01,PT10H20M,FI,470,2024-07-02T07:35:00,2024-07-02T11:45:00,0,342.08
NYC,LON,2024-07-01,PT10H30M,FI,622,2024-07-01T20:25:00,2024-07-02T06:15:00,0,342.08
NYC,LON,2024-07-01,PT10H30M,FI,450,2024-07-02T07:40:00,2024-07-02T11:55:00,0,342.08
NYC,LON,2024-07-01,PT18H55M,FI,622,2024-07-01T20:25:00,2024-07-02T06:15:00,0,342.08
NYC,LON,2024-07-01,PT18H55M,FI,454,2024-07-02T16:10:00,2024-07-02T20:20:00,0,342.08
NYC,LON,2024-07-01,PT17H45M,FI,612,2024-07-01T13:00:00,2024-07-01T22:35:00,0,342.08
NYC,LON,2024-07-01,PT17H45M,FI,470,2024-07-02T07:35:00,2024-07-02T11:45:00,0,342.08
NYC,LON,2024-07-01,PT17H55M,FI,612,2024-07-01T13:00:00,2024-07-01T22:35:00,0,342.08
NYC,LON,2024-07-01,PT17H55M,FI,450,2024-07-02T07:40:00,2024-07-02T11:55:00,0,342.08
NYC,LON,2024-07-01,PT12H30M,TP,210,2024-07-01T22:05:00,2024-07-02T10:00:00,0,357.61
NYC,LON,2024-07-01,PT12H30M,TP,1336,2024-07-02T12:55:00,2024-07-02T15:35:00,0,357.61
NYC,LON,2024-07-01,PT14H40M,TP,210,2024-07-01T22:05:00,2024-07-02T10:00:00,0,357.61
NYC,LON,2024-07-01,PT14H40M,TP,1350,2024-07-02T15:05:00,2024-07-02T17:45:00,0,357.61
NYC,LON,2024-07-01,PT15H45M,TP,210,2024-07-01T22:05:00,2024-07-02T10:00:00,0,357.61
NYC,LON,2024-07-01,PT15H45M,TP,1364,2024-07-02T16:10:00,2024-07-02T18:50:00,0,357.61
NYC,LON,2024-07-01,PT10H20M,FI,614,2024-07-01T20:25:00,2024-07-02T06:15:00,0,363.08
NYC,LON,2024-07-01,PT10H20M,FI,470,2024-07-02T07:35:00,2024-07-02T11:45:00,0,363.08
NYC,LON,2024-07-01,PT10H30M,FI,614,2024-07-01T20:25:00,2024-07-02T06:15:00,0,363.08
NYC,LON,2024-07-01,PT10H30M,FI,450,2024-07-02T07:40:00,2024-07-02T11:55:00,0,363.08
NYC,LON,2024-07-01,PT18H55M,FI,614,2024-07-01T20:25:00,2024-07-02T06:15:00,0,363.08
NYC,LON,2024-07-01,PT18H55M,FI,454,2024-07-02T16:10:00,2024-07-02T20:20:00,0,363.08
NYC,LON,2024-07-01,PT16H10M,FI,618,2024-07-01T23:10:00,2024-07-02T08:55:00,0,463.08
NYC,LON,2024-07-01,PT16H10M,FI,454,2024-07-02T16:10:00,2024-07-02T20:20:00,0,463.08
NYC,LON,2024-07-01,PT7H20M,UA,940,2024-07-01T21:50:00,2024-07-02T10:10:00,0,498.69
NYC,LON,2024-07-01,PT7H10M,VS,138,2024-07-01T23:00:00,2024-07-02T11:10:00,0,499.10
NYC,LON,2024-07-01,PT7H15M,VS,46,2024-07-01T18:30:00,2024-07-02T06:45:00,0,499.10
NYC,LON,2024-07-01,PT7H15M,VS,10,2024-07-01T19:00:00,2024-07-02T07:15:00,0,499.10
NYC,LON,2024-07-01,PT7H16M,VS,48,2024-07-01T23:59:00,2024-07-02T12:15:00,0,499.10
NYC,LON,2024-07-01,PT7H20M,VS,4,2024-07-01T18:00:00,2024-07-02T06:20:00,0,499.10
NYC,LON,2024-07-01,PT7H25M,VS,154,2024-07-01T21:00:00,2024-07-02T09:25:00,0,499.10
NYC,LON,2024-07-01,PT10H15M,B6,1032,2024-07-01T15:35:00,2024-07-01T16:58:00,0,499.10
NYC,LON,2024-07-01,PT10H15M,B6,2104,2024-07-01T18:55:00,2024-07-02T06:50:00,0,499.10
NYC,LON,2024-07-01,PT10H51M,B6,1118,2024-07-01T14:59:00,2024-07-01T16:23:00,0,499.10
NYC,LON,2024-07-01,PT10H51M,B6,2104,2024-07-01T18:55:00,2024-07-02T06:50:00,0,499.10
NYC,LON,2024-07-01,PT12H20M,B6,218,2024-07-01T13:30:00,2024-07-01T14:48:00,0,499.10
NYC,LON,2024-07-01,PT12H20M,B6,2104,2024-07-01T18:55:00,2024-07-02T06:50:00,0,499.10
NYC,LON,2024-07-01,PT13H20M,B6,2732,2024-07-01T12:30:00,2024-07-01T13:48:00,0,499.10
NYC,LON,2024-07-01,PT13H20M,B6,2104,2024-07-01T18:55:00,2024-07-02T06:50:00,0,499.10
NYC,LON,2024-07-01,PT11H10M,VS,2447,2024-07-01T14:55:00,2024-07-01T17:05:00,0,499.10
NYC,LON,2024-07-01,PT11H10M,VS,4038,2024-07-01T18:35:00,2024-07-02T07:05:00,0,499.10
NYC,LON,2024-07-01,PT13H10M,VS,2741,2024-07-01T12:55:00,2024-07-01T14:56:00,0,499.10
NYC,LON,2024-07-01,PT13H10M,VS,4038,2024-07-01T18:35:00,2024-07-02T07:05:00,0,499.10
NYC,LON,2024-07-01,PT11H15M,VS,3278,2024-07-01T15:00:00,2024-07-01T16:37:00,0,499.10
NYC,LON,2024-07-01,PT11H15M,VS,4012,2024-07-01T19:35:00,2024-07-02T07:15:00,0,499.10
NYC,LON,2024-07-01,PT6H55M,IB,4614,2024-07-01T09:45:00,2024-07-01T21:40:00,0,512.10
NYC,LON,2024-07-01,PT7H5M,IB,7352,2024-07-01T21:30:00,2024-07-02T09:35:00,0,512.10
NYC,LON,2024-07-01,PT7H15M,IB,4220,2024-07-01T22:15:00,2024-07-02T10:30:00,0,512.10
NYC,LON,2024-07-01,PT7H20M,IB,4218,2024-07-01T18:00:00,2024-07-02T06:20:00,0,512.10
NYC,LON,2024-07-01,PT7H20M,IB,4222,2024-07-01T19:20:00,2024-07-02T07:40:00,0,512.10
NYC,LON,2024-07-01,PT6H55M,AY,4036,2024-07-01T09:45:00,2024-07-01T21:40:00,0,513.02
NYC,LON,2024-07-01,PT7H15M,AY,4016,2024-07-01T22:15:00,2024-07-02T10:30:00,0,513.02
NYC,LON,2024-07-01,PT7H20M,AY,4012,2024-07-01T18:00:00,2024-07-02T06:20:00,0,513.02
NYC,LON,2024-07-01,PT7H20M,AY,4018,2024-07-01T19:20:00,2024-07-02T07:40:00,0,513.02
NYC,LON,2024-07-01,PT9H15M,AC,8643,2024-07-01T19:20:00,2024-07-01T20:50:00,0,518.19
NYC,LON,2024-07-01,PT9H15M,AC,864,2024-07-01T22:05:00,2024-07-02T09:35:00,0,518.19
NYC,LON,2024-07-01,PT9H45M,AC,8639,2024-07-01T15:45:00,2024-07-01T17:15:00,0,518.19
NYC,LON,2024-07-01,PT9H45M,AC,866,2024-07-01T18:50:00,2024-07-02T06:30:00,0,518.19
NYC,LON,2024-07-01,PT10H35M,AC,8641,2024-07-01T18:00:00,2024-07-01T19:30:00,0,518.19
NYC,LON,2024-07-01,PT10H35M,AC,864,2024-07-01T22:05:00,2024-07-02T09:35:00,0,518.19
NYC,LON,2024-07-01,PT15H,AC,731,2024-07-01T10:30:00,2024-07-01T12:00:00,0,518.19
NYC,LON,2024-07-01,PT15H,AC,866,2024-07-01T18:50:00,2024-07-02T06:30:00,0,518.19
NYC,LON,2024-07-01,PT16H30M,AC,8899,2024-07-01T09:00:00,2024-07-01T10:29:00,0,518.19
NYC,LON,2024-07-01,PT16H30M,AC,866,2024-07-01T18:50:00,2024-07-02T06:30:00,0,518.19
NYC,LON,2024-07-01,PT9H40M,AC,8943,2024-07-01T15:50:00,2024-07-01T17:28:00,0,518.19
NYC,LON,2024-07-01,PT9H40M,AC,866,2024-07-01T18:50:00,2024-07-02T06:30:00,0,518.19
NYC,LON,2024-07-01,PT11H5M,AC,8945,2024-07-01T17:30:00,2024-07-01T19:08:00,0,518.19
NYC,LON,2024-07-01,PT11H5M,AC,864,2024-07-01T22:05:00,2024-07-02T09:35:00,0,518.19
NYC,LON,2024-07-01,PT12H45M,AC,8943,2024-07-01T15:50:00,2024-07-01T17:28:00,0,518.19
NYC,LON,2024-07-01,PT12H45M,AC,864,2024-07-01T22:05:00,2024-07-02T09:35:00,0,518.19
NYC,LON,2024-07-01,PT12H35M,AZ,603,2024-07-01T17:40:00,2024-07-02T08:15:00,0,519.40
NYC,LON,2024-07-01,PT12H35M,AZ,216,2024-07-02T09:25:00,2024-07-02T11:15:00,0,519.40
NYC,LON,2024-07-01,PT14H10M,AZ,609,2024-07-01T16:05:00,2024-07-02T06:40:00,0,519.40
NYC,LON,2024-07-01,PT14H10M,AZ,216,2024-07-02T09:25:00,2024-07-02T11:15:00,0,519.40
NYC,LON,2024-07-01,PT6H50M,AF,9656,2024-07-01T08:20:00,2024-07-01T20:10:00,0,520.44
NYC,LON,2024-07-01,PT7H10M,AF,9917,2024-07-01T23:00:00,2024-07-02T11:10:00,0,520.44
NYC,LON,2024-07-01,PT7H15M,AF,9664,2024-07-01T18:30:00,2024-07-02T06:45:00,0,520.44
NYC,LON,2024-07-01,PT7H15M,AF,6759,2024-07-01T19:00:00,2024-07-02T07:15:00,0,520.44
NYC,LON,2024-07-01,PT7H16M,AF,9657,2024-07-01T23:59:00,2024-07-02T12:15:00,0,520.44
NYC,LON,2024-07-01,PT7H20M,AF,6753,2024-07-01T18:00:00,2024-07-02T06:20:00,0,520.44
NYC,LON,2024-07-01,PT7H20M,AF,8991,2024-07-01T19:45:00,2024-07-02T08:05:00,0,520.44
NYC,LON,2024-07-01,PT7H25M,AF,9924,2024-07-01T21:00:00,2024-07-02T09:25:00,0,520.44
NYC,LON,2024-07-01,PT9H50M,AC,8555,2024-07-01T15:45:00,2024-07-01T17:30:00,0,523.54
NYC,LON,2024-07-01,PT9H50M,AC,854,2024-07-01T18:35:00,2024-07-02T06:35:00,0,523.54
NYC,LON,2024-07-01,PT10H5M,AC,8993,2024-07-01T15:30:00,2024-07-01T17:18:00,0,523.54
NYC,LON,2024-07-01,PT10H5M,AC,854,2024-07-01T18:35:00,2024-07-02T06:35:00,0,523.54
NYC,LON,2024-07-01,PT10H5M,AC,8995,2024-07-01T17:30:00,2024-07-01T19:11:00,0,523.54
NYC,LON,2024-07-01,PT10H5M,AC,856,2024-07-01T20:35:00,2024-07-02T08:35:00,0,523.54
NYC,LON,2024-07-01,PT10H20M,AC,8999,2024-07-01T20:30:00,2024-07-01T22:11:00,0,523.54
NYC,LON,2024-07-01,PT10H20M,AC,858,2024-07-01T23:45:00,2024-07-02T11:50:00,0,523.54
NYC,LON,2024-07-01,PT11H5M,AC,8545,2024-07-01T16:30:00,2024-07-01T18:11:00,0,523.54
NYC,LON,2024-07-01,PT11H5M,AC,856,2024-07-01T20:35:00,2024-07-02T08:35:00,0,523.54
NYC,LON,2024-07-01,PT11H10M,AC,723,2024-07-01T19:40:00,2024-07-01T21:21:00,0,523.54
NYC,LON,2024-07-01,PT11H10M,AC,858,2024-07-01T23:45:00,2024-07-02T11:50:00,0,523.54
NYC,LON,2024-07-01,PT11H25M,AC,8991,2024-07-01T14:10:00,2024-07-01T15:51:00,0,523.54
NYC,LON,2024-07-01,PT11H25M,AC,854,2024-07-01T18:35:00,2024-07-02T06:35:00,0,523.54
NYC,LON,2024-07-01,PT11H50M,AC,8555,2024-07-01T15:45:00,2024-07-01T17:30:00,0,523.54
NYC,LON,2024-07-01,PT11H50M,AC,856,2024-07-01T20:35:00,2024-07-02T08:35:00,0,523.54
NYC,LON,2024-07-01,PT11H18M,IB,4453,2024-07-01T15:12:00,2024-07-01T17:30:00,0,533.10
NYC,LON,2024-07-01,PT11H18M,IB,4666,2024-07-01T18:30:00,2024-07-02T07:30:00,0,533.10
NYC,LON,2024-07-01,PT11H43M,IB,4297,2024-07-01T19:27:00,2024-07-01T21:50:00,0,533.10
NYC,LON,2024-07-01,PT11H43M,IB,4761,2024-07-01T23:20:00,2024-07-02T12:10:00,0,533.10
NYC,LON,2024-07-01,PT12H53M,IB,4453,2024-07-01T15:12:00,2024-07-01T17:30:00,0,533.10
NYC,LON,2024-07-01,PT12H53M,IB,4668,2024-07-01T20:15:00,2024-07-02T09:05:00,0,533.10
NYC,LON,2024-07-01,PT11H18M,AY,4072,2024-07-01T15:12:00,2024-07-01T17:30:00,0,534.02
NYC,LON,2024-07-01,PT11H18M,AY,5669,2024-07-01T18:30:00,2024-07-02T07:30:00,0,534.02
NYC,LON,2024-07-01,PT11H43M,AY,5720,2024-07-01T19:27:00,2024-07-01T21:50:00,0,534.02
NYC,LON,2024-07-01,PT11H43M,AY,4023,2024-07-01T23:20:00,2024-07-02T12:10:00,0,534.02
NYC,LON,2024-07-01,PT12H53M,AY,4072,2024-07-01T15:12:00,2024-07-01T17:30:00,0,534.02
NYC,LON,2024-07-01,PT12H53M,AY,5675,2024-07-01T20:15:00,2024-07-02T09:05:00,0,534.02
NYC,LON,2024-07-01,PT12H20M,AZ,603,2024-07-01T17:40:00,2024-07-02T08:15:00,0,538.61
NYC,LON,2024-07-01,PT12H20M,AZ,212,2024-07-02T09:25:00,2024-07-02T11:00:00,0,538.61
NYC,LON,2024-07-01,PT13H40M,AZ,611,2024-07-01T21:30:00,2024-07-02T12:05:00,0,538.61
NYC,LON,2024-07-01,PT13H40M,AZ,214,2024-07-02T14:35:00,2024-07-02T16:10:00,0,538.61
NYC,LON,2024-07-01,PT13H55M,AZ,609,2024-07-01T16:05:00,2024-07-02T06:40:00,0,538.61
NYC,LON,2024-07-01,PT13H55M,AZ,212,2024-07-02T09:25:00,2024-07-02T11:00:00,0,538.61
NYC,LON,2024-07-01,PT17H30M,AZ,603,2024-07-01T17:40:00,2024-07-02T08:15:00,0,538.61
NYC,LON,2024-07-01,PT17H30M,AZ,214,2024-07-02T14:35:00,2024-07-02T16:10:00,0,538.61
NYC,LON,2024-07-01,PT13H10M,AY,16,2024-07-01T22:55:00,2024-07-02T14:00:00,0,540.46
NYC,LON,2024-07-01,PT13H10M,AY,1337,2024-07-02T16:00:00,2024-07-02T17:05:00,0,540.46
NYC,LON,2024-07-01,PT16H45M,AY,16,2024-07-01T22:55:00,2024-07-02T14:00:00,0,540.46
NYC,LON,2024-07-01,PT16H45M,AY,1339,2024-07-02T19:30:00,2024-07-02T20:40:00,0,540.46
NYC,LON,2024-07-01,PT3H58M,6X,9306,2024-07-01T15:00:00,2024-07-01T23:58:00,0,575.80
NYC,LON,2024-07-01,PT4H,6X,5500,2024-07-01T05:00:00,2024-07-01T14:00:00,0,575.80
NYC,LON,2024-07-01,PT5H50M,6X,3629,2024-07-01T11:00:00,2024-07-01T21:50:00,0,575.80
NYC,LON,2024-07-01,PT6H45M,6X,619,2024-07-01T08:30:00,2024-07-01T20:15:00,0,575.80
NYC,LON,2024-07-01,PT7H5M,6X,172,2024-07-01T20:00:00,2024-07-02T08:05:00,0,575.80
NYC,LON,2024-07-01,PT8H,6X,3916,2024-07-01T18:00:00,2024-07-02T06:00:00,0,575.80
NYC,LON,2024-07-01,PT10H30M,AF,1,2024-07-01T16:30:00,2024-07-02T05:55:00,0,577.53
NYC,LON,2024-07-01,PT10H30M,AF,1680,2024-07-02T07:35:00,2024-07-02T08:00:00,0,577.53
NYC,LON,2024-07-01,PT10H35M,AF,11,2024-07-01T01:00:00,2024-07-01T14:15:00,0,577.53
NYC,LON,2024-07-01,PT10H35M,AF,1280,2024-07-01T16:10:00,2024-07-01T16:35:00,0,577.53
NYC,LON,2024-07-01,PT11H,AF,5,2024-07-01T18:30:00,2024-07-02T08:05:00,0,577.53
NYC,LON,2024-07-01,PT11H,AF,1580,2024-07-02T10:00:00,2024-07-02T10:30:00,0,577.53
NYC,LON,2024-07-01,PT11H15M,AF,7,2024-07-01T21:30:00,2024-07-02T11:05:00,0,577.53
NYC,LON,2024-07-01,PT11H15M,AF,1780,2024-07-02T13:20:00,2024-07-02T13:45:00,0,577.53
NYC,LON,2024-07-01,PT12H,AF,3,2024-07-01T17:30:00,2024-07-02T06:45:00,0,577.53
NYC,LON,2024-07-01,PT12H,AF,1580,2024-07-02T10:00:00,2024-07-02T10:30:00,0,577.53
NYC,LON,2024-07-01,PT12H20M,AF,9,2024-07-01T23:15:00,2024-07-02T12:40:00,0,577.53
NYC,LON,2024-07-01,PT12H20M,AF,1280,2024-07-02T16:10:00,2024-07-02T16:35:00,0,577.53
NYC,LON,2024-07-01,PT12H35M,AF,11,2024-07-01T01:00:00,2024-07-01T14:15:00,0,577.53
NYC,LON,2024-07-01,PT12H35M,AF,1180,2024-07-01T18:15:00,2024-07-01T18:35:00,0,577.53
NYC,LON,2024-07-01,PT14H20M,AF,9,2024-07-01T23:15:00,2024-07-02T12:40:00,0,577.53
NYC,LON,2024-07-01,PT14H20M,AF,1180,2024-07-02T18:15:00,2024-07-02T18:35:00,0,577.53
NYC,LON,2024-07-01,PT10H25M,KL,155,2024-07-01T17:35:00,2024-07-02T06:50:00,0,588.19
NYC,LON,2024-07-01,PT10H25M,KL,1003,2024-07-02T08:30:00,2024-07-02T09:00:00,0,588.19
NYC,LON,2024-07-01,PT11H15M,KL,646,2024-07-01T18:30:00,2024-07-02T08:05:00,0,588.19
NYC,LON,2024-07-01,PT11H15M,KL,1005,2024-07-02T10:15:00,2024-07-02T10:45:00,0,588.19
NYC,LON,2024-07-01,PT11H35M,KL,644,2024-07-01T21:15:00,2024-07-02T10:30:00,0,588.19
NYC,LON,2024-07-01,PT11H35M,KL,1009,2024-07-02T13:20:00,2024-07-02T13:50:00,0,588.19
NYC,LON,2024-07-01,PT14H,KL,644,2024-07-01T21:15:00,2024-07-02T10:30:00,0,588.19
NYC,LON,2024-07-01,PT14H,KL,1011,2024-07-02T15:55:00,2024-07-02T16:15:00,0,588.19
NYC,LON,2024-07-01,PT11H,UA,8187,2024-07-01T18:00:00,2024-07-01T19:30:00,0,591.69
NYC,LON,2024-07-01,PT11H,UA,8068,2024-07-01T22:20:00,2024-07-02T10:00:00,0,591.69
NYC,LON,2024-07-01,PT6H50M,VS,26,2024-07-01T08:20:00,2024-07-01T20:10:00,0,592.10
NYC,LON,2024-07-01,PT15H,UA,8183,2024-07-01T10:30:00,2024-07-01T12:00:00,0,603.69
NYC,LON,2024-07-01,PT15H,UA,8296,2024-07-01T18:50:00,2024-07-02T06:30:00,0,603.69
NYC,LON,2024-07-01,PT10H,KL,646,2024-07-01T18:30:00,2024-07-02T08:05:00,0,607.40
NYC,LON,2024-07-01,PT10H,KL,983,2024-07-02T09:25:00,2024-07-02T09:30:00,0,607.40
NYC,LON,2024-07-01,PT10H15M,KL,642,2024-07-01T17:35:00,2024-07-02T06:50:00,0,607.40
NYC,LON,2024-07-01,PT10H15M,KL,981,2024-07-02T08:45:00,2024-07-02T08:50:00,0,607.40
NYC,LON,2024-07-01,PT15H5M,KL,644,2024-07-01T21:15:00,2024-07-02T10:30:00,0,607.40
NYC,LON,2024-07-01,PT15H5M,KL,991,2024-07-02T17:15:00,2024-07-02T17:20:00,0,607.40
NYC,LON,2024-07-01,PT16H20M,KL,644,2024-07-01T21:15:00,2024-07-02T10:30:00,0,607.40
NYC,LON,2024-07-01,PT16H20M,KL,993,2024-07-02T18:25:00,2024-07-02T18:35:00,0,607.40
NYC,LON,2024-07-01,PT10H55M,KL,155,2024-07-01T17:35:00,2024-07-02T06:50:00,0,607.40
NYC,LON,2024-07-01,PT10H55M,KL,983,2024-07-02T09:25:00,2024-07-02T09:30:00,0,607.40
NYC,LON,2024-07-01,PT14H20M,VS,6705,2024-07-01T23:15:00,2024-07-02T12:40:00,0,608.19
NYC,LON,2024-07-01,PT14H20M,VS,6654,2024-07-02T18:15:00,2024-07-02T18:35:00,0,608.19
NYC,LON,2024-07-02,PT10H20M,FI,622,2024-07-02T20:25:00,2024-07-03T06:15:00,0,342.08
NYC,LON,2024-07-02,PT10H20M,FI,470,2024-07-03T07:35:00,2024-07-03T11:45:00,0,342.08
NYC,LON,2024-07-02,PT10H30M,FI,622,2024-07-02T20:25:00,2024-07-03T06:15:00,0,342.08
NYC,LON,2024-07-02,PT10H30M,FI,450,2024-07-03T07:40:00,2024-07-03T11:55:00,0,342.08
NYC,LON,2024-07-02,PT18H55M,FI,622,2024-07-02T20:25:00,2024-07-03T06:15:00,0,342.08
NYC,LON,2024-07-02,PT18H55M,FI,454,2024-07-03T16:10:00,2024-07-03T20:20:00,0,342.08
NYC,LON,2024-07-02,PT16H10M,FI,618,2024-07-02T23:10:00,2024-07-03T08:55:00,0,342.08
NYC,LON,2024-07-02,PT16H10M,FI,454,2024-07-03T16:10:00,2024-07-03T20:20:00,0,342.08
NYC,LON,2024-07-02,PT17H45M,FI,612,2024-07-02T13:00:00,2024-07-02T22:35:00,0,342.08
NYC,LON,2024-07-02,PT17H45M,FI,470,2024-07-03T07:35:00,2024-07-03T11:45:00,0,342.08
NYC,LON,2024-07-02,PT17H55M,FI,612,2024-07-02T13:00:00,2024-07-02T22:35:00,0,342.08
NYC,LON,2024-07-02,PT17H55M,FI,450,2024-07-03T07:40:00,2024-07-03T11:55:00,0,342.08
NYC,LON,2024-07-02,PT12H30M,TP,210,2024-07-02T22:05:00,2024-07-03T10:00:00,0,357.61
NYC,LON,2024-07-02,PT12H30M,TP,1336,2024-07-03T12:55:00,2024-07-03T15:35:00,0,357.61
NYC,LON,2024-07-02,PT14H40M,TP,210,2024-07-02T22:05:00,2024-07-03T10:00:00,0,357.61
NYC,LON,2024-07-02,PT14H40M,TP,1350,2024-07-03T15:05:00,2024-07-03T17:45:00,0,357.61
NYC,LON,2024-07-02,PT15H45M,TP,210,2024-07-02T22:05:00,2024-07-03T10:00:00,0,357.61
NYC,LON,2024-07-02,PT15H45M,TP,1364,2024-07-03T16:10:00,2024-07-03T18:50:00,0,357.61
NYC,LON,2024-07-02,PT10H20M,FI,614,2024-07-02T20:25:00,2024-07-03T06:15:00,0,363.08
NYC,LON,2024-07-02,PT10H20M,FI,470,2024-07-03T07:35:00,2024-07-03T11:45:00,0,363.08
NYC,LON,2024-07-02,PT10H30M,FI,614,2024-07-02T20:25:00,2024-07-03T06:15:00,0,363.08
NYC,LON,2024-07-02,PT10H30M,FI,450,2024-07-03T07:40:00,2024-07-03T11:55:00,0,363.08
NYC,LON,2024-07-02,PT18H55M,FI,614,2024-07-02T20:25:00,2024-07-03T06:15:00,0,363.08
NYC,LON,2024-07-02,PT18H55M,FI,454,2024-07-03T16:10:00,2024-07-03T20:20:00,0,363.08
NYC,LON,2024-07-02,PT30H40M,TP,210,2024-07-02T22:05:00,2024-07-03T10:00:00,0,363.73
NYC,LON,2024-07-02,PT30H40M,TP,1334,2024-07-04T07:05:00,2024-07-04T09:45:00,0,363.73
NYC,LON,2024-07-02,PT13H20M,UX,92,2024-07-02T22:05:00,2024-07-03T11:25:00,0,365.96
NYC,LON,2024-07-02,PT13H20M,UX,1015,2024-07-03T15:00:00,2024-07-03T16:25:00,0,365.96
NYC,LON,2024-07-02,PT29H55M,UX,92,2024-07-02T22:05:00,2024-07-03T11:25:00,0,372.94
NYC,LON,2024-07-02,PT29H55M,UX,1013,2024-07-04T07:35:00,2024-07-04T09:00:00,0,372.94
NYC,LON,2024-07-02,PT7H10M,UA,934,2024-07-02T08:30:00,2024-07-02T20:40:00,0,498.69
NYC,LON,2024-07-02,PT7H20M,UA,14,2024-07-02T18:55:00,2024-07-03T07:15:00,0,498.69
NYC,LON,2024-07-02,PT7H10M,VS,138,2024-07-02T23:00:00,2024-07-03T11:10:00,0,499.10
NYC,LON,2024-07-02,PT7H15M,VS,46,2024-07-02T18:30:00,2024-07-03T06:45:00,0,499.10
NYC,LON,2024-07-02,PT7H15M,VS,10,2024-07-02T19:00:00,2024-07-03T07:15:00,0,499.10
NYC,LON,2024-07-02,PT7H16M,VS,48,2024-07-02T23:59:00,2024-07-03T12:15:00,0,499.10
NYC,LON,2024-07-02,PT7H20M,VS,4,2024-07-02T18:00:00,2024-07-03T06:20:00,0,499.10
NYC,LON,2024-07-02,PT7H20M,VS,4000,2024-07-02T19:45:00,2024-07-03T08:05:00,0,499.10
NYC,LON,2024-07-02,PT7H25M,VS,154,2024-07-02T21:00:00,2024-07-03T09:25:00,0,499.10
NYC,LON,2024-07-02,PT9H55M,VS,3671,2024-07-02T18:00:00,2024-07-02T19:32:00,0,499.10
NYC,LON,2024-07-02,PT9H55M,VS,158,2024-07-02T21:05:00,2024-07-03T08:55:00,0,499.10
NYC,LON,2024-07-02,PT9H55M,VS,4611,2024-07-02T18:00:00,2024-07-02T19:40:00,0,499.10
NYC,LON,2024-07-02,PT9H55M,VS,158,2024-07-02T21:05:00,2024-07-03T08:55:00,0,499.10
NYC,LON,2024-07-02,PT10H,VS,5404,2024-07-02T20:00:00,2024-07-02T21:17:00,0,499.10
NYC,LON,2024-07-02,PT10H,VS,12,2024-07-02T22:45:00,2024-07-03T11:00:00,0,499.10
NYC,LON,2024-07-02,PT10H55M,VS,3669,2024-07-02T17:00:00,2024-07-02T18:37:00,0,499.10
NYC,LON,2024-07-02,PT10H55M,VS,158,2024-07-02T21:05:00,2024-07-03T08:55:00,0,499.10
NYC,LON,2024-07-02,PT11H,VS,3670,2024-07-02T19:00:00,2024-07-02T20:30:00,0,499.10
NYC,LON,2024-07-02,PT11H,VS,12,2024-07-02T22:45:00,2024-07-03T11:00:00,0,499.10
NYC,LON,2024-07-02,PT12H,VS,4611,2024-07-02T18:00:00,2024-07-02T19:40:00,0,499.10
NYC,LON,2024-07-02,PT12H,VS,12,2024-07-02T22:45:00,2024-07-03T11:00:00,0,499.10
NYC,LON,2024-07-02,PT13H9M,VS,4302,2024-07-02T14:46:00,2024-07-02T16:40:00,0,499.10
NYC,LON,2024-07-02,PT13H9M,VS,158,2024-07-02T21:05:00,2024-07-03T08:55:00,0,499.10
NYC,LON,2024-07-02,PT10H15M,B6,1032,2024-07-02T15:35:00,2024-07-02T16:58:00,0,499.10
NYC,LON,2024-07-02,PT10H15M,B6,2104,2024-07-02T18:55:00,2024-07-03T06:50:00,0,499.10
NYC,LON,2024-07-02,PT10H51M,B6,1118,2024-07-02T14:59:00,2024-07-02T16:23:00,0,499.10
NYC,LON,2024-07-02,PT10H51M,B6,2104,2024-07-02T18:55:00,2024-07-03T06:50:00,0,499.10
NYC,LON,2024-07-02,PT12H20M,B6,218,2024-07-02T13:30:00,2024-07-02T14:48:00,0,499.10
NYC,LON,2024-07-02,PT12H20M,B6,2104,2024-07-02T18:55:00,2024-07-03T06:50:00,0,499.10
NYC,LON,2024-07-02,PT13H20M,B6,2732,2024-07-02T12:30:00,2024-07-02T13:48:00,0,499.10
NYC,LON,2024-07-02,PT13H20M,B6,2104,2024-07-02T18:55:00,2024-07-03T06:50:00,0,499.10
NYC,LON,2024-07-02,PT11H15M,VS,3278,2024-07-02T15:00:00,2024-07-02T16:37:00,0,499.10
NYC,LON,2024-07-02,PT11H15M,VS,4012,2024-07-02T19:35:00,2024-07-03T07:15:00,0,499.10
NYC,LON,2024-07-02,PT10H20M,UA,8024,2024-07-02T20:30:00,2024-07-02T22:11:00,0,504.04
NYC,LON,2024-07-02,PT10H20M,UA,8412,2024-07-02T23:40:00,2024-07-03T11:50:00,0,504.04
NYC,LON,2024-07-02,PT6H55M,IB,4614,2024-07-02T09:45:00,2024-07-02T21:40:00,0,512.10
NYC,LON,2024-07-02,PT7H15M,IB,4220,2024-07-02T22:15:00,2024-07-03T10:30:00,0,512.10
NYC,LON,2024-07-02,PT7H20M,IB,4218,2024-07-02T18:00:00,2024-07-03T06:20:00,0,512.10
NYC,LON,2024-07-02,PT7H20M,IB,4222,2024-07-02T19:20:00,2024-07-03T07:40:00,0,512.10
NYC,LON,2024-07-02,PT6H55M,AY,4036,2024-07-02T09:45:00,2024-07-02T21:40:00,0,513.02
