departure_city,destination_city,departure_date,duration,carrier_code,flight_number,departure_time,arrival_time,stops,price
NYC,LON,2024-07-04,PT12H,AF,3,2024-07-04T17:30:00,2024-07-05T06:45:00,0,517.51
NYC,LON,2024-07-04,PT12H,AF,1580,2024-07-05T10:00:00,2024-07-05T10:30:00,0,517.51
NYC,LON,2024-07-04,PT12H20M,AF,9,2024-07-04T23:15:00,2024-07-05T12:40:00,0,517.51
NYC,LON,2024-07-04,PT12H20M,AF,1280,2024-07-05T16:10:00,2024-07-05T16:35:00,0,517.51
NYC,LON,2024-07-04,PT12H35M,AF,11,2024-07-04T01:00:00,2024-07-04T14:15:00,0,517.51
NYC,LON,2024-07-04,PT12H35M,AF,1180,2024-07-04T18:15:00,2024-07-04T18:35:00,0,517.51
NYC,LON,2024-07-04,PT14H20M,AF,9,2024-07-04T23:15:00,2024-07-05T12:40:00,0,517.51
NYC,LON,2024-07-04,PT14H20M,AF,1180,2024-07-05T18:15:00,2024-07-05T18:35:00,0,517.51
NYC,LON,2024-07-04,PT12H35M,AZ,603,2024-07-04T17:40:00,2024-07-05T08:15:00,0,519.40
NYC,LON,2024-07-04,PT12H35M,AZ,216,2024-07-05T09:25:00,2024-07-05T11:15:00,0,519.40
NYC,LON,2024-07-04,PT14H10M,AZ,609,2024-07-04T16:05:00,2024-07-05T06:20:00,0,519.40
NYC,LON,2024-07-04,PT14H10M,AZ,216,2024-07-05T09:25:00,2024-07-05T11:15:00,0,519.40
NYC,LON,2024-07-04,PT10H25M,KL,155,2024-07-04T17:35:00,2024-07-05T06:50:00,0,529.17
NYC,LON,2024-07-04,PT10H25M,KL,1003,2024-07-05T08:30:00,2024-07-05T09:00:00,0,529.17
NYC,LON,2024-07-04,PT11H15M,KL,646,2024-07-04T18:30:00,2024-07-05T08:05:00,0,529.17
NYC,LON,2024-07-04,PT11H15M,KL,1005,2024-07-05T10:15:00,2024-07-05T10:45:00,0,529.17
NYC,LON,2024-07-04,PT7H,AY,5482,2024-07-04T23:15:00,2024-07-05T11:15:00,0,532.08
NYC,LON,2024-07-04,PT7H5M,AY,5474,2024-07-04T18:50:00,2024-07-05T06:55:00,0,532.08
NYC,LON,2024-07-04,PT7H10M,AY,5476,2024-07-04T19:35:00,2024-07-05T07:45:00,0,532.08
NYC,LON,2024-07-04,PT7H10M,AY,5516,2024-07-04T20:10:00,2024-07-05T08:20:00,0,532.08
NYC,LON,2024-07-04,PT7H5M,AY,5488,2024-07-04T21:15:00,2024-07-05T09:20:00,0,532.08
NYC,LON,2024-07-04,PT7H5M,AY,5514,2024-07-04T21:30:00,2024-07-05T09:35:00,0,532.08
NYC,LON,2024-07-04,PT12H20M,AZ,603,2024-07-04T17:40:00,2024-07-05T08:15:00,0,538.61
NYC,LON,2024-07-04,PT12H20M,AZ,212,2024-07-05T09:25:00,2024-07-05T11:00:00,0,538.61
